index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,3713,10138433.52,84296,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
1,강동구,6022,10862556.03,104784,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
2,강북구,1750,3896190.22,35334,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
3,강서구,15653,23949623.59,205457,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
4,관악구,3172,6838134.55,57662,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
5,광진구,5840,11454862.04,102589,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
6,구로구,5197,11271682.59,89606,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
7,금천구,2503,5242419.2,41156,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
8,노원구,7521,14793516.83,130536,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
9,도봉구,2516,5543397.87,48263,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
10,동대문구,4338,9724448.88,87753,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
11,동작구,2470,5685136.2,46823,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
12,마포구,5918,13291920.37,122279,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
13,서대문구,2395,5870621.21,46321,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
14,서초구,3762,9350768.93,83697,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
15,성동구,4900,11994599.53,103819,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
16,성북구,2933,6671913.84,57071,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
17,송파구,11635,23176725.91,218591,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
18,양천구,7830,14339202.87,129429,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
19,영등포구,10644,21763743.98,196871,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
20,용산구,2254,5865130.28,47031,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
21,은평구,3133,6209451.16,55588,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
22,종로구,4838,9113297.9,94867,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
23,중구,3118,6658945.6,64367,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
24,중랑구,3646,7295532.29,61693,2022-11-04,Friday,False,9.6,1.7,3.0,41.4,0.0
