index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4604,9557159.19,97237,2023-11-14,10.6,-0.7,3.7,64.8
1,강동구,5555,8718816.99,99404,2023-11-14,10.6,-0.7,3.7,64.8
2,강북구,1918,3533363.19,37457,2023-11-14,10.6,-0.7,3.7,64.8
3,강서구,17395,23317225.18,232754,2023-11-14,10.6,-0.7,3.7,64.8
4,관악구,3091,5232515.22,57815,2023-11-14,10.6,-0.7,3.7,64.8
5,광진구,6721,10369808.02,115446,2023-11-14,10.6,-0.7,3.7,64.8
6,구로구,5852,10205765.76,98667,2023-11-14,10.6,-0.7,3.7,64.8
7,금천구,2817,5122941.8,45051,2023-11-14,10.6,-0.7,3.7,64.8
8,노원구,7960,12742977.39,136702,2023-11-14,10.6,-0.7,3.7,64.8
9,도봉구,2783,5105379.01,53232,2023-11-14,10.6,-0.7,3.7,64.8
10,동대문구,4714,8424643.38,89566,2023-11-14,10.6,-0.7,3.7,64.8
11,동작구,2576,4835926.99,50674,2023-11-14,10.6,-0.7,3.7,64.8
12,마포구,5966,11131214.22,121530,2023-11-14,10.6,-0.7,3.7,64.8
13,서대문구,2520,4927947.24,49466,2023-11-14,10.6,-0.7,3.7,64.8
14,서초구,3871,7648827.75,79242,2023-11-14,10.6,-0.7,3.7,64.8
15,성동구,5423,10360106.63,111198,2023-11-14,10.6,-0.7,3.7,64.8
16,성북구,3402,5838975.61,61056,2023-11-14,10.6,-0.7,3.7,64.8
17,송파구,11207,18784020.1,210055,2023-11-14,10.6,-0.7,3.7,64.8
18,양천구,7875,12219222.21,129393,2023-11-14,10.6,-0.7,3.7,64.8
19,영등포구,11590,19176835.66,214705,2023-11-14,10.6,-0.7,3.7,64.8
20,용산구,2355,4805756.92,47222,2023-11-14,10.6,-0.7,3.7,64.8
21,은평구,3161,5099586.27,53089,2023-11-14,10.6,-0.7,3.7,64.8
22,종로구,5345,8422664.9,98128,2023-11-14,10.6,-0.7,3.7,64.8
23,중구,3842,6876179.28,82078,2023-11-14,10.6,-0.7,3.7,64.8
24,중랑구,3723,6278619.26,63338,2023-11-14,10.6,-0.7,3.7,64.8
