index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,3233,7025360.02,63159,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
1,강동구,4131,6963733.79,71868,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
2,강북구,1369,2638712.65,25591,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
3,강서구,13570,19063169.9,166685,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
4,관악구,2184,3898827.75,37088,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
5,광진구,4580,7589979.27,73981,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
6,구로구,4199,7968759.54,64839,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
7,금천구,1997,3639992.98,28232,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
8,노원구,6165,10738334.1,99129,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
9,도봉구,2064,3958956.97,35352,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
10,동대문구,3595,7128637.06,68998,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
11,동작구,1843,3896407.33,33284,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
12,마포구,4124,8138271.59,76711,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
13,서대문구,1953,4136294.99,33796,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
14,서초구,2771,5644692.67,51519,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
15,성동구,3881,7851289.79,75003,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
16,성북구,2437,4648131.91,42742,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
17,송파구,8121,14370260.68,140558,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
18,양천구,6024,10212936.41,94412,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
19,영등포구,8434,14111395.88,137969,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
20,용산구,1625,3434600.22,28664,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
21,은평구,2436,4278071.67,38468,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
22,종로구,3755,6346779.33,65562,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
23,중구,2555,4855547.07,53298,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
24,중랑구,2847,5115872.2,46546,2023-11-24,Friday,False,1.8,-4.0,-5.2,53.0,0.0
