index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,4175,18850530.91,153190,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
1,강동구,6481,17484846.68,163840,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
2,강북구,2321,7300668.86,61580,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
3,강서구,14461,36187649.63,306961,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
4,관악구,4732,17834015.45,138324,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
5,광진구,7623,23954827.95,204352,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
6,구로구,5252,18793723.45,146986,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
7,금천구,2018,7928291.87,63670,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
8,노원구,8896,26716657.69,218335,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
9,도봉구,3324,11388750.71,87585,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
10,동대문구,4864,16050180.43,131684,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
11,동작구,3453,13539453.15,112082,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
12,마포구,8955,35755742.12,317217,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
13,서대문구,3362,13127403.53,101928,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
14,서초구,4509,19780504.81,165466,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
15,성동구,5412,21935157.01,189970,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
16,성북구,3982,13321682.61,107722,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
17,송파구,14816,44420732.37,397595,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
18,양천구,8214,21793739.75,191552,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
19,영등포구,11987,44507338.44,385405,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
20,용산구,4113,17130938.98,143421,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
21,은평구,4216,13965579.12,114035,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
22,종로구,4355,11342240.77,104145,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
23,중구,2756,7843721.98,69315,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
24,중랑구,4506,13190667.27,109885,2022-05-29,Sunday,False,29.1,19.3,23.0,64.6,0.0
