index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,6365,21616112.93,169621,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
1,강동구,7772,17248202.24,159713,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
2,강북구,2733,7082618.46,59112,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
3,강서구,21365,39760749.37,324914,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
4,관악구,4472,11938888.86,94959,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
5,광진구,8940,21209670.05,183262,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
6,구로구,7449,19977563.71,149516,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
7,금천구,3303,9348218.7,63716,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
8,노원구,11457,25439584.23,214403,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
9,도봉구,3741,9418534.61,76781,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
10,동대문구,6874,17471850.65,146201,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
11,동작구,3807,11558975.76,89432,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
12,마포구,9194,28177618.5,229365,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
13,서대문구,3925,11798750.14,89202,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
14,서초구,5752,20133496.54,154693,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
15,성동구,7583,23673933.0,184260,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
16,성북구,4645,11637342.42,92921,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
17,송파구,16861,41287774.03,352897,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
18,양천구,9720,20625840.17,176081,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
19,영등포구,14927,41498983.48,335804,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
20,용산구,3590,12633736.15,94573,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
21,은평구,4434,10828735.09,90507,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
22,종로구,7070,16425416.33,148478,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
23,중구,4912,12407688.22,110743,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
24,중랑구,5481,13127592.33,105540,2023-05-09,Tuesday,False,24.5,9.9,16.8,54.5,0.0
