index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,594,1492413.41,12749,2023-05-05,21.6,16.7,18.9,91.8
1,강동구,1073,2098180.05,20457,2023-05-05,21.6,16.7,18.9,91.8
2,강북구,224,596654.87,4696,2023-05-05,21.6,16.7,18.9,91.8
3,강서구,1522,2401380.16,21347,2023-05-05,21.6,16.7,18.9,91.8
4,관악구,498,1137944.36,9680,2023-05-05,21.6,16.7,18.9,91.8
5,광진구,968,1979587.45,16893,2023-05-05,21.6,16.7,18.9,91.8
6,구로구,557,1165872.81,9525,2023-05-05,21.6,16.7,18.9,91.8
7,금천구,217,497795.81,4460,2023-05-05,21.6,16.7,18.9,91.8
8,노원구,814,1571109.46,12980,2023-05-05,21.6,16.7,18.9,91.8
9,도봉구,290,611810.79,4670,2023-05-05,21.6,16.7,18.9,91.8
10,동대문구,560,1048188.48,9451,2023-05-05,21.6,16.7,18.9,91.8
11,동작구,377,863780.32,7017,2023-05-05,21.6,16.7,18.9,91.8
12,마포구,649,1575936.75,13800,2023-05-05,21.6,16.7,18.9,91.8
13,서대문구,296,590128.26,5672,2023-05-05,21.6,16.7,18.9,91.8
14,서초구,436,1048772.26,9449,2023-05-05,21.6,16.7,18.9,91.8
15,성동구,565,1307511.3699999999,12025,2023-05-05,21.6,16.7,18.9,91.8
16,성북구,394,779923.88,7051,2023-05-05,21.6,16.7,18.9,91.8
17,송파구,1747,3599518.53,33794,2023-05-05,21.6,16.7,18.9,91.8
18,양천구,804,1324663.09,12149,2023-05-05,21.6,16.7,18.9,91.8
19,영등포구,922,1864508.12,17266,2023-05-05,21.6,16.7,18.9,91.8
20,용산구,338,901082.51,6402,2023-05-05,21.6,16.7,18.9,91.8
21,은평구,387,583476.2,5371,2023-05-05,21.6,16.7,18.9,91.8
22,종로구,467,886734.51,7917,2023-05-05,21.6,16.7,18.9,91.8
23,중구,337,722696.19,7168,2023-05-05,21.6,16.7,18.9,91.8
24,중랑구,546,1038478.51,8025,2023-05-05,21.6,16.7,18.9,91.8
