index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5654,18027852.19,141627,2023-05-04,25.6,15.6,21.1,66.4
1,강동구,7544,15978929.76,150370,2023-05-04,25.6,15.6,21.1,66.4
2,강북구,2421,5683232.66,50603,2023-05-04,25.6,15.6,21.1,66.4
3,강서구,20660,36953251.11,312404,2023-05-04,25.6,15.6,21.1,66.4
4,관악구,4095,10593971.4,83501,2023-05-04,25.6,15.6,21.1,66.4
5,광진구,8896,20712447.23,178853,2023-05-04,25.6,15.6,21.1,66.4
6,구로구,7002,16959409.82,130990,2023-05-04,25.6,15.6,21.1,66.4
7,금천구,3236,7966621.35,59622,2023-05-04,25.6,15.6,21.1,66.4
8,노원구,11007,23870072.98,199769,2023-05-04,25.6,15.6,21.1,66.4
9,도봉구,3663,9097183.58,75645,2023-05-04,25.6,15.6,21.1,66.4
10,동대문구,6552,15963965.82,135358,2023-05-04,25.6,15.6,21.1,66.4
11,동작구,3471,10200228.71,79354,2023-05-04,25.6,15.6,21.1,66.4
12,마포구,8697,24460247.2,205019,2023-05-04,25.6,15.6,21.1,66.4
13,서대문구,3596,10133421.63,77765,2023-05-04,25.6,15.6,21.1,66.4
14,서초구,5176,15654219.46,125946,2023-05-04,25.6,15.6,21.1,66.4
15,성동구,6906,19623106.32,165661,2023-05-04,25.6,15.6,21.1,66.4
16,성북구,4720,11878340.76,97101,2023-05-04,25.6,15.6,21.1,66.4
17,송파구,16157,38343052.97,330509,2023-05-04,25.6,15.6,21.1,66.4
18,양천구,9606,20238587.41,178113,2023-05-04,25.6,15.6,21.1,66.4
19,영등포구,14173,36235682.79,304622,2023-05-04,25.6,15.6,21.1,66.4
20,용산구,3576,12395001.42,87451,2023-05-04,25.6,15.6,21.1,66.4
21,은평구,4268,10007772.98,83482,2023-05-04,25.6,15.6,21.1,66.4
22,종로구,6974,15146991.96,141497,2023-05-04,25.6,15.6,21.1,66.4
23,중구,4852,11754723.41,109109,2023-05-04,25.6,15.6,21.1,66.4
24,중랑구,5044,11613230.49,93040,2023-05-04,25.6,15.6,21.1,66.4
