STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3185,14463735.32,115328,2023-09-29
강동구,4560,12821271.91,114736,2023-09-29
강북구,2033,6371320.29,53379,2023-09-29
강서구,9553,26197472.09,208636,2023-09-29
관악구,2569,9849776.66,76578,2023-09-29
광진구,5009,16806868.97,141864,2023-09-29
구로구,4025,14825421.68,114609,2023-09-29
금천구,1371,6146983.92,45723,2023-09-29
노원구,6754,20761244.19,163995,2023-09-29
도봉구,3025,11296778.59,83723,2023-09-29
동대문구,3175,11370902.04,90406,2023-09-29
동작구,2499,10704091.52,83707,2023-09-29
마포구,6014,25376719.88,222338,2023-09-29
서대문구,2472,11228069.24,86523,2023-09-29
서초구,3121,14782884.95,126766,2023-09-29
성동구,4180,18086478.64,150852,2023-09-29
성북구,2633,8853796.17,67842,2023-09-29
송파구,9605,31772341.75,287208,2023-09-29
양천구,6003,16950358.69,141168,2023-09-29
영등포구,7918,30832268.78,266274,2023-09-29
용산구,2829,12577353.39,106036,2023-09-29
은평구,3400,12258568.29,98626,2023-09-29
종로구,2706,6877402.74,65176,2023-09-29
중구,1673,4781871.95,43959,2023-09-29
중랑구,3674,11763680.84,92293,2023-09-29
