index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,4354,13998081.21,121427,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
1,강동구,5751,11670314.78,116737,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
2,강북구,1989,4745311.63,45487,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
3,강서구,15059,26050050.99,251384,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
4,관악구,3464,8970120.48,78643,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
5,광진구,6802,16156264.83,146958,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
6,구로구,5248,12378051.38,106247,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
7,금천구,2024,5046849.93,42053,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
8,노원구,7997,18297378.78,161666,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
9,도봉구,2795,7293866.32,61736,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
10,동대문구,4912,12311500.32,111760,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
11,동작구,2904,8562521.33,71055,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
12,마포구,6143,18568280.02,162107,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
13,서대문구,2566,8037997.09,66102,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
14,서초구,4107,12965768.32,108717,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
15,성동구,4887,14796862.04,128123,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
16,성북구,3622,8733299.86,74837,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
17,송파구,10988,25519817.59,240296,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
18,양천구,7858,15114497.94,151314,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
19,영등포구,10275,26137992.33,243709,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
20,용산구,2644,8723126.38,71761,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
21,은평구,3522,8266073.76,72786,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
22,종로구,4704,9898051.63,96391,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
23,중구,3209,8123863.91,75926,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
24,중랑구,4061,9195846.45,81786,2023-09-07,Thursday,False,31.6,21.2,26.2,56.3,0.0
