index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4042,15011049.42,126502,2023-09-17,27.7,22.1,25.0,85.4
1,강동구,5724,14197372.33,131096,2023-09-17,27.7,22.1,25.0,85.4
2,강북구,2065,6050204.77,51307,2023-09-17,27.7,22.1,25.0,85.4
3,강서구,12876,28227209.6,240626,2023-09-17,27.7,22.1,25.0,85.4
4,관악구,3742,12551501.14,96832,2023-09-17,27.7,22.1,25.0,85.4
5,광진구,6713,18351997.36,156563,2023-09-17,27.7,22.1,25.0,85.4
6,구로구,5354,16851016.49,131987,2023-09-17,27.7,22.1,25.0,85.4
7,금천구,1799,6172379.38,45807,2023-09-17,27.7,22.1,25.0,85.4
8,노원구,8491,23269162.36,193140,2023-09-17,27.7,22.1,25.0,85.4
9,도봉구,3148,9949215.96,76412,2023-09-17,27.7,22.1,25.0,85.4
10,동대문구,4637,13974575.12,116914,2023-09-17,27.7,22.1,25.0,85.4
11,동작구,3116,10902818.15,91303,2023-09-17,27.7,22.1,25.0,85.4
12,마포구,8092,28582441.66,257312,2023-09-17,27.7,22.1,25.0,85.4
13,서대문구,2853,10413691.95,82650,2023-09-17,27.7,22.1,25.0,85.4
14,서초구,4512,16626038.03,142713,2023-09-17,27.7,22.1,25.0,85.4
15,성동구,5371,20128883.13,165423,2023-09-17,27.7,22.1,25.0,85.4
16,성북구,3500,10236929.21,84601,2023-09-17,27.7,22.1,25.0,85.4
17,송파구,11307,31666666.67,290346,2023-09-17,27.7,22.1,25.0,85.4
18,양천구,8279,19130456.16,172563,2023-09-17,27.7,22.1,25.0,85.4
19,영등포구,11358,36017354.11,312107,2023-09-17,27.7,22.1,25.0,85.4
20,용산구,3765,14483048.32,119120,2023-09-17,27.7,22.1,25.0,85.4
21,은평구,3619,10731064.44,88694,2023-09-17,27.7,22.1,25.0,85.4
22,종로구,3939,9094075.3,84799,2023-09-17,27.7,22.1,25.0,85.4
23,중구,2480,6377717.51,60670,2023-09-17,27.7,22.1,25.0,85.4
24,중랑구,4318,11411533.89,94666,2023-09-17,27.7,22.1,25.0,85.4
