index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5996,19801707.47,154558,2023-04-27,19.7,5.3,12.1,63.3
1,강동구,7342,15409480.6,145304,2023-04-27,19.7,5.3,12.1,63.3
2,강북구,2570,6407586.34,55549,2023-04-27,19.7,5.3,12.1,63.3
3,강서구,19244,34971457.25,287472,2023-04-27,19.7,5.3,12.1,63.3
4,관악구,4156,11279152.16,86971,2023-04-27,19.7,5.3,12.1,63.3
5,광진구,8830,21015745.43,183586,2023-04-27,19.7,5.3,12.1,63.3
6,구로구,7008,17357471.61,133343,2023-04-27,19.7,5.3,12.1,63.3
7,금천구,3230,8608951.57,58624,2023-04-27,19.7,5.3,12.1,63.3
8,노원구,10609,24070705.87,198291,2023-04-27,19.7,5.3,12.1,63.3
9,도봉구,3577,9063703.83,74241,2023-04-27,19.7,5.3,12.1,63.3
10,동대문구,6271,15848547.56,132289,2023-04-27,19.7,5.3,12.1,63.3
11,동작구,3376,9955085.34,75981,2023-04-27,19.7,5.3,12.1,63.3
12,마포구,8657,25424114.64,210145,2023-04-27,19.7,5.3,12.1,63.3
13,서대문구,3473,10225590.66,76319,2023-04-27,19.7,5.3,12.1,63.3
14,서초구,5261,16886108.71,133641,2023-04-27,19.7,5.3,12.1,63.3
15,성동구,7152,21971572.55,176659,2023-04-27,19.7,5.3,12.1,63.3
16,성북구,4307,11035174.84,87523,2023-04-27,19.7,5.3,12.1,63.3
17,송파구,15988,37380475.8,326120,2023-04-27,19.7,5.3,12.1,63.3
18,양천구,9114,19075988.49,165147,2023-04-27,19.7,5.3,12.1,63.3
19,영등포구,13951,37069679.23,306980,2023-04-27,19.7,5.3,12.1,63.3
20,용산구,3632,12555671.13,94922,2023-04-27,19.7,5.3,12.1,63.3
21,은평구,4259,9978076.23,84450,2023-04-27,19.7,5.3,12.1,63.3
22,종로구,6757,15293218.75,143082,2023-04-27,19.7,5.3,12.1,63.3
23,중구,4776,11982371.63,107706,2023-04-27,19.7,5.3,12.1,63.3
24,중랑구,4983,11685164.12,94204,2023-04-27,19.7,5.3,12.1,63.3
