index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5763,18621248.5,150162,2023-04-14,21.0,12.0,15.8,55.6
1,강동구,7238,15515499.3,141559,2023-04-14,21.0,12.0,15.8,55.6
2,강북구,2471,6021455.76,53053,2023-04-14,21.0,12.0,15.8,55.6
3,강서구,17756,32289349.49,273969,2023-04-14,21.0,12.0,15.8,55.6
4,관악구,3940,9838250.93,81873,2023-04-14,21.0,12.0,15.8,55.6
5,광진구,7978,18688990.69,164277,2023-04-14,21.0,12.0,15.8,55.6
6,구로구,6939,17280442.17,138137,2023-04-14,21.0,12.0,15.8,55.6
7,금천구,2912,7507804.91,56173,2023-04-14,21.0,12.0,15.8,55.6
8,노원구,10100,21935292.1,189768,2023-04-14,21.0,12.0,15.8,55.6
9,도봉구,3689,8813469.96,73663,2023-04-14,21.0,12.0,15.8,55.6
10,동대문구,5965,14407905.54,122056,2023-04-14,21.0,12.0,15.8,55.6
11,동작구,3329,9463559.24,80127,2023-04-14,21.0,12.0,15.8,55.6
12,마포구,8394,24555229.47,210820,2023-04-14,21.0,12.0,15.8,55.6
13,서대문구,3313,9520471.45,74215,2023-04-14,21.0,12.0,15.8,55.6
14,서초구,5213,17142208.84,141779,2023-04-14,21.0,12.0,15.8,55.6
15,성동구,6961,20682401.13,170832,2023-04-14,21.0,12.0,15.8,55.6
16,성북구,4097,10157119.75,83370,2023-04-14,21.0,12.0,15.8,55.6
17,송파구,16031,37626096.47,331752,2023-04-14,21.0,12.0,15.8,55.6
18,양천구,9050,18592826.23,168200,2023-04-14,21.0,12.0,15.8,55.6
19,영등포구,13659,35351704.42,298909,2023-04-14,21.0,12.0,15.8,55.6
20,용산구,3416,11589237.57,91760,2023-04-14,21.0,12.0,15.8,55.6
21,은평구,3971,9301700.06,79455,2023-04-14,21.0,12.0,15.8,55.6
22,종로구,6254,13480936.72,127167,2023-04-14,21.0,12.0,15.8,55.6
23,중구,4569,11430720.13,105144,2023-04-14,21.0,12.0,15.8,55.6
24,중랑구,4778,11063802.78,92121,2023-04-14,21.0,12.0,15.8,55.6
