index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,4596,12367970.24,109142,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
1,강동구,6524,12746783.03,121814,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
2,강북구,2305,5237126.12,47472,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
3,강서구,21615,35094944.71,308885,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
4,관악구,3956,9948116.37,82086,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
5,광진구,6390,13162850.32,122441,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
6,구로구,7269,16498950.31,134001,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
7,금천구,3262,7331573.85,56658,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
8,노원구,9497,20312346.22,174296,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
9,도봉구,3501,8364878.68,68381,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
10,동대문구,5786,12950076.23,110828,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
11,동작구,3191,8568875.31,70265,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
12,마포구,8133,21742307.43,193445,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
13,서대문구,3162,9054107.21,70248,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
14,서초구,4898,13887697.1,116349,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
15,성동구,5794,14930308.69,127778,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
16,성북구,3761,8795860.86,74054,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
17,송파구,11378,23781591.19,221859,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
18,양천구,10347,19950862.85,179971,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
19,영등포구,14206,32627977.68,291454,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
20,용산구,2850,8207941.92,66511,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
21,은평구,4140,9047221.31,77084,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
22,종로구,6196,11927271.53,117593,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
23,중구,4237,9296830.78,91708,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
24,중랑구,4704,9969423.16,84272,2023-08-18,Friday,False,33.2,25.5,32.5,72.0,0.103
