index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,249,514665.85,5542,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
1,강동구,398,747082.39,7568,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
2,강북구,157,354786.05,2836,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
3,강서구,1515,2185762.83,18230,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
4,관악구,242,442923.69,4550,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
5,광진구,446,782223.05,7285,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
6,구로구,432,718609.3099999999,5914,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
7,금천구,193,337354.77,3026,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
8,노원구,473,828358.35,7690,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
9,도봉구,192,325355.74,3263,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
10,동대문구,339,669426.41,6777,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
11,동작구,196,386058.16,3165,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
12,마포구,370,768181.75,7061,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
13,서대문구,197,398559.65,2792,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
14,서초구,196,370608.08,3325,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
15,성동구,294,610923.51,5169,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
16,성북구,207,403572.53,3773,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
17,송파구,746,1407100.53,13142,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
18,양천구,666,1154496.76,10309,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
19,영등포구,701,1157603.91,11243,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
20,용산구,158,312977.18,2699,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
21,은평구,251,401480.68,3247,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
22,종로구,274,453796.39,4989,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
23,중구,156,296513.24,3506,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
24,중랑구,282,519459.97,4142,2023-08-10,Thursday,False,25.1,21.0,22.6,90.3,39.657
