index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,3194,10635609.98,88120,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
1,강동구,5168,10946431.3,107514,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
2,강북구,1784,4310989.26,37912,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
3,강서구,12896,23707611.68,205786,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
4,관악구,3272,9641850.54,78743,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
5,광진구,5631,13183064.41,115913,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
6,구로구,4453,11876319.74,95615,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
7,금천구,1530,3977991.38,31204,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
8,노원구,7270,17342884.54,144593,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
9,도봉구,2766,7945631.13,64386,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
10,동대문구,4163,10373076.96,90819,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
11,동작구,2463,7676682.1,62259,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
12,마포구,5585,17358009.0,151481,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
13,서대문구,2223,7577507.9,58869,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
14,서초구,2972,9869556.77,81478,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
15,성동구,3965,12795060.26,102825,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
16,성북구,2767,6929488.15,56505,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
17,송파구,9682,23039826.09,213060,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
18,양천구,7401,14819581.42,133766,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
19,영등포구,9165,23669584.01,218558,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
20,용산구,2155,7287431.09,56464,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
21,은평구,3223,8322787.84,70999,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
22,종로구,2983,6331679.25,61506,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
23,중구,1966,4590369.61,43690,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
24,중랑구,3649,8438665.69,70449,2023-08-05,Saturday,False,34.9,26.6,34.9,67.6,0.0
