index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,397,702849.24,7574,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
1,강동구,823,1147524.38,11626,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
2,강북구,313,571690.61,5164,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
3,강서구,1796,2315619.45,21732,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
4,관악구,510,734035.89,8037,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
5,광진구,787,1200981.97,12115,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
6,구로구,556,809242.37,7394,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
7,금천구,193,257863.31,2503,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
8,노원구,1088,1775059.91,16714,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
9,도봉구,435,701321.58,7398,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
10,동대문구,576,1045350.49,10230,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
11,동작구,282,469978.47,5576,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
12,마포구,656,1165932.21,12549,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
13,서대문구,320,615942.29,6261,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
14,서초구,398,713318.9,7930,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
15,성동구,487,854002.6900000001,8111,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
16,성북구,383,700797.03,7049,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
17,송파구,1387,2184016.16,24472,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
18,양천구,1011,1384759.68,14037,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
19,영등포구,1059,1598528.84,18320,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
20,용산구,227,366348.97,3581,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
21,은평구,448,664385.36,7097,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
22,종로구,410,606970.9400000001,5627,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
23,중구,241,376152.39,4027,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
24,중랑구,482,692169.9,6939,2023-01-24,Tuesday,False,-6.8,-16.6,-21.9,51.1,0.0
