index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,990,2425629.15,23420,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
1,강동구,1606,2766032.46,28226,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
2,강북구,596,1136671.96,10807,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
3,강서구,4308,6336836.19,59336,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
4,관악구,1096,1982968.09,19256,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
5,광진구,1722,3110769.37,33147,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
6,구로구,1245,2492420.43,21966,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
7,금천구,457,889963.82,8334,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
8,노원구,2469,4553816.23,42122,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
9,도봉구,833,1582451.52,15098,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
10,동대문구,1353,2775871.41,26791,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
11,동작구,744,1649700.69,16152,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
12,마포구,1715,3779508.89,38093,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
13,서대문구,726,1612092.54,15627,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
14,서초구,976,2168532.07,21058,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
15,성동구,1208,2595012.95,23953,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
16,성북구,850,1677211.52,14207,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
17,송파구,3270,6003415.91,63747,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
18,양천구,2468,4112222.96,39911,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
19,영등포구,2661,4865045.8,50462,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
20,용산구,689,1564492.17,14511,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
21,은평구,1005,1967258.07,18333,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
22,종로구,1172,2093857.54,20534,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
23,중구,698,1242263.31,12937,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
24,중랑구,1033,2004161.68,17399,2023-01-28,Saturday,False,-0.7,-10.8,-9.2,53.5,0.0
