STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2777,5764362.6,51805,2023-11-30
강동구,3655,6078708.89,59033,2023-11-30
강북구,1217,2320357.48,21447,2023-11-30
강서구,12244,16403406.72,145454,2023-11-30
관악구,1919,3465860.04,32075,2023-11-30
광진구,4321,6692935.86,65820,2023-11-30
구로구,3791,7040399.01,57839,2023-11-30
금천구,1818,3153504.6,25172,2023-11-30
노원구,5507,9493772.41,89376,2023-11-30
도봉구,1790,3372332.87,30979,2023-11-30
동대문구,3116,5839849.82,54833,2023-11-30
동작구,1490,3010297.72,26546,2023-11-30
마포구,3661,6731658.72,63294,2023-11-30
서대문구,1671,3479069.44,27588,2023-11-30
서초구,2459,4641119.25,41933,2023-11-30
성동구,3396,6671810.8,59719,2023-11-30
성북구,2205,4040820.41,34655,2023-11-30
송파구,7107,12381269.29,125968,2023-11-30
양천구,5143,8500720.86,77850,2023-11-30
영등포구,7436,12288847.35,118931,2023-11-30
용산구,1479,3171463.87,25742,2023-11-30
은평구,2060,3576877.1,32715,2023-11-30
종로구,3354,5520436.53,57570,2023-11-30
중구,2302,4279344.97,43254,2023-11-30
중랑구,2432,4344600.44,37495,2023-11-30
