index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3940,13433870.56,103406,2023-03-23,23.1,13.5,17.8,49.6
1,강동구,6257,13355657.33,127582,2023-03-23,23.1,13.5,17.8,49.6
2,강북구,2308,6068752.18,49601,2023-03-23,23.1,13.5,17.8,49.6
3,강서구,16501,29693745.17,245193,2023-03-23,23.1,13.5,17.8,49.6
4,관악구,3531,8613232.84,70403,2023-03-23,23.1,13.5,17.8,49.6
5,광진구,7860,18545028.67,162378,2023-03-23,23.1,13.5,17.8,49.6
6,구로구,5682,14795945.92,117704,2023-03-23,23.1,13.5,17.8,49.6
7,금천구,2470,6600955.3,48452,2023-03-23,23.1,13.5,17.8,49.6
8,노원구,9294,21225286.8,176076,2023-03-23,23.1,13.5,17.8,49.6
9,도봉구,3089,7671215.06,61818,2023-03-23,23.1,13.5,17.8,49.6
10,동대문구,5633,14424799.36,120446,2023-03-23,23.1,13.5,17.8,49.6
11,동작구,2845,8137766.83,65334,2023-03-23,23.1,13.5,17.8,49.6
12,마포구,7731,22137669.03,186317,2023-03-23,23.1,13.5,17.8,49.6
13,서대문구,3192,9261276.48,71104,2023-03-23,23.1,13.5,17.8,49.6
14,서초구,4015,13738249.75,108637,2023-03-23,23.1,13.5,17.8,49.6
15,성동구,6138,18524530.95,146592,2023-03-23,23.1,13.5,17.8,49.6
16,성북구,3826,9562934.45,76471,2023-03-23,23.1,13.5,17.8,49.6
17,송파구,14050,33093264.21,290301,2023-03-23,23.1,13.5,17.8,49.6
18,양천구,7499,14914223.03,128262,2023-03-23,23.1,13.5,17.8,49.6
19,영등포구,11430,30154897.18,251094,2023-03-23,23.1,13.5,17.8,49.6
20,용산구,2756,8905214.55,69656,2023-03-23,23.1,13.5,17.8,49.6
21,은평구,3697,8836637.03,72295,2023-03-23,23.1,13.5,17.8,49.6
22,종로구,5202,11530299.6,108707,2023-03-23,23.1,13.5,17.8,49.6
23,중구,3539,8563474.8,76472,2023-03-23,23.1,13.5,17.8,49.6
24,중랑구,4272,9967285.91,83379,2023-03-23,23.1,13.5,17.8,49.6
