index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,3993,15422461.32,124727,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
1,강동구,5852,14751603.29,137422,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
2,강북구,2244,6490873.01,57729,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
3,강서구,12875,27464937.02,235982,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
4,관악구,3664,10547723.49,90555,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
5,광진구,7525,22555620.05,202622,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
6,구로구,5065,16085687.24,129612,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
7,금천구,1721,6428862.78,48378,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
8,노원구,8772,22365867.21,192614,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
9,도봉구,3165,9311073.77,76975,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
10,동대문구,4618,13798422.1,115646,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
11,동작구,2961,10232256.62,89664,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
12,마포구,8106,29517264.87,262944,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
13,서대문구,2909,9884682.03,83779,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
14,서초구,3991,16739635.12,142416,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
15,성동구,5787,21838385.89,191916,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
16,성북구,3421,10294314.49,83682,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
17,송파구,14050,38229979.03,359407,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
18,양천구,7360,17108931.65,157901,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
19,영등포구,11133,37787084.51,341515,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
20,용산구,3396,12746467.48,109613,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
21,은평구,3730,11107769.32,92846,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
22,종로구,3904,9323210.29,92012,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
23,중구,2498,6715212.4,64647,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
24,중랑구,4219,11230560.74,95971,2023-03-25,Saturday,False,18.0,8.2,12.3,57.8,0.0
