index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,985,3178420.62,25759,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
1,강동구,1866,3818661.0,35362,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
2,강북구,689,1551366.74,13229,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
3,강서구,4413,8017990.92,68643,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
4,관악구,1302,3196878.19,27903,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
5,광진구,2058,4444425.3,37624,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
6,구로구,1607,3896854.69,30957,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
7,금천구,558,1490764.29,11810,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
8,노원구,2741,6227302.4,53590,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
9,도봉구,970,2129353.98,17658,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
10,동대문구,1590,3734310.17,33382,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
11,동작구,936,2749397.18,23996,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
12,마포구,2296,6505457.76,55686,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
13,서대문구,946,2824448.93,23090,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
14,서초구,1051,3350743.24,28827,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
15,성동구,1364,4054071.72,32941,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
16,성북구,1171,2668737.51,22599,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
17,송파구,3466,7609695.2,67267,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
18,양천구,2730,5435550.08,49034,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
19,영등포구,3087,7499531.02,65086,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
20,용산구,867,2532192.77,20535,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
21,은평구,1199,2563822.83,21624,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
22,종로구,1085,2279260.2,19858,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
23,중구,683,1634879.91,14645,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
24,중랑구,1259,2694035.61,21868,2023-03-12,Sunday,False,12.6,1.1,4.8,70.0,0.168
