index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4120,14278233.97,111898,2023-03-10,22.1,6.0,12.7,63.8
1,강동구,5695,11791026.4,113300,2023-03-10,22.1,6.0,12.7,63.8
2,강북구,2036,5205370.44,45095,2023-03-10,22.1,6.0,12.7,63.8
3,강서구,15055,27669676.66,240507,2023-03-10,22.1,6.0,12.7,63.8
4,관악구,3019,7650734.57,64541,2023-03-10,22.1,6.0,12.7,63.8
5,광진구,7048,17192554.03,152188,2023-03-10,22.1,6.0,12.7,63.8
6,구로구,5399,13837254.29,109924,2023-03-10,22.1,6.0,12.7,63.8
7,금천구,2391,6509845.76,47329,2023-03-10,22.1,6.0,12.7,63.8
8,노원구,8002,18404852.22,156118,2023-03-10,22.1,6.0,12.7,63.8
9,도봉구,2770,6926784.39,56747,2023-03-10,22.1,6.0,12.7,63.8
10,동대문구,5034,13030061.21,110153,2023-03-10,22.1,6.0,12.7,63.8
11,동작구,2816,8714991.35,70782,2023-03-10,22.1,6.0,12.7,63.8
12,마포구,7423,22618578.85,193755,2023-03-10,22.1,6.0,12.7,63.8
13,서대문구,3034,8894362.04,71762,2023-03-10,22.1,6.0,12.7,63.8
14,서초구,4104,13524461.85,109792,2023-03-10,22.1,6.0,12.7,63.8
15,성동구,5884,17938592.92,148708,2023-03-10,22.1,6.0,12.7,63.8
16,성북구,3626,9654527.75,79178,2023-03-10,22.1,6.0,12.7,63.8
17,송파구,13375,31985238.1,290017,2023-03-10,22.1,6.0,12.7,63.8
18,양천구,7660,15494222.51,140417,2023-03-10,22.1,6.0,12.7,63.8
19,영등포구,11197,29676944.99,260418,2023-03-10,22.1,6.0,12.7,63.8
20,용산구,2963,10241749.1,83756,2023-03-10,22.1,6.0,12.7,63.8
21,은평구,3458,8123836.76,70988,2023-03-10,22.1,6.0,12.7,63.8
22,종로구,5349,11988183.25,117178,2023-03-10,22.1,6.0,12.7,63.8
23,중구,3554,8763419.27,82399,2023-03-10,22.1,6.0,12.7,63.8
24,중랑구,3810,8836927.64,73327,2023-03-10,22.1,6.0,12.7,63.8
