STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2398,6268811.97,55730,2023-01-10
강동구,3397,6103556.64,58584,2023-01-10
강북구,1118,2515710.57,22835,2023-01-10
강서구,10029,15628652.68,137896,2023-01-10
관악구,2076,4111429.66,37340,2023-01-10
광진구,3607,6850567.41,63673,2023-01-10
구로구,3312,7195474.56,61321,2023-01-10
금천구,1650,3601203.21,26972,2023-01-10
노원구,4192,8521712.6,77429,2023-01-10
도봉구,1459,3089450.28,29419,2023-01-10
동대문구,2816,6042300.99,53253,2023-01-10
동작구,1578,3490750.89,30568,2023-01-10
마포구,3861,8957915.74,81018,2023-01-10
서대문구,1541,3776461.12,30728,2023-01-10
서초구,2385,5665118.86,52249,2023-01-10
성동구,3240,7808709.44,68096,2023-01-10
성북구,1733,3931996.66,32700,2023-01-10
송파구,7380,13962287.65,138206,2023-01-10
양천구,5019,9196220.56,87085,2023-01-10
영등포구,7017,13719528.53,128297,2023-01-10
용산구,1404,3537932.47,29975,2023-01-10
은평구,1959,3956947.04,34745,2023-01-10
종로구,3064,5764110.35,59605,2023-01-10
중구,2211,4408354.1,45820,2023-01-10
중랑구,2158,4313676.42,36627,2023-01-10
