index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,3138,9886917.16,82278,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
1,강동구,4503,9322823.18,94558,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
2,강북구,1766,4478432.63,38322,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
3,강서구,17632,29606851.79,256865,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
4,관악구,2639,6821347.87,58368,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
5,광진구,4968,12089114.16,109390,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
6,구로구,4583,10440329.3,86200,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
7,금천구,1798,4442999.99,33899,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
8,노원구,7740,17367986.63,145131,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
9,도봉구,2854,7716548.24,61113,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
10,동대문구,4536,11738435.68,97423,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
11,동작구,2212,5579784.17,48244,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
12,마포구,6225,17819435.54,154319,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
13,서대문구,2677,8525780.51,64663,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
14,서초구,2810,7569741.11,67221,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
15,성동구,3686,11227724.52,90533,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
16,성북구,2981,7399963.41,61470,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
17,송파구,8256,19641788.86,183163,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
18,양천구,7721,14821939.79,129984,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
19,영등포구,9409,21813860.41,195270,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
20,용산구,2032,6115656.28,49491,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
21,은평구,3588,8348573.36,71045,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
22,종로구,3910,8705178.27,83075,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
23,중구,2756,7099090.89,64448,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
24,중랑구,3762,8591842.81,69760,2023-07-18,Tuesday,False,27.1,24.1,25.5,88.5,1.689
