index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,5633,18590815.78,150043,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
1,강동구,8202,17137526.46,161765,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
2,강북구,2687,6469714.8,56931,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
3,강서구,23219,41182129.12,351329,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
4,관악구,4891,13460378.07,108242,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
5,광진구,9067,21870885.01,190563,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
6,구로구,7936,19189963.18,152241,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
7,금천구,3764,9142958.73,67821,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
8,노원구,11106,25302610.09,214062,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
9,도봉구,4034,10432542.57,84051,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
10,동대문구,6646,16560194.32,142714,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
11,동작구,3725,11238015.96,91998,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
12,마포구,9293,26858314.33,237205,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
13,서대문구,3765,11388665.71,90864,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
14,서초구,5914,18722891.74,154752,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
15,성동구,7255,22014202.47,186297,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
16,성북구,4426,10923437.8,88303,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
17,송파구,16522,38707620.5,350558,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
18,양천구,11316,22674023.13,200827,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
19,영등포구,16445,41389157.6,360851,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
20,용산구,3641,11990492.58,97326,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
21,은평구,4639,11281471.13,97031,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
22,종로구,7015,14876236.58,141979,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
23,중구,4622,10853740.44,101271,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
24,중랑구,5443,12297177.3,103321,2023-07-07,Friday,False,31.1,23.6,27.6,64.3,0.0
