index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,4925,16625938.68,129891,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
1,강동구,7026,14123330.92,136468,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
2,강북구,2238,5520952.59,47109,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
3,강서구,19923,34726480.27,303352,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
4,관악구,4067,11046567.29,88943,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
5,광진구,7499,16908898.96,146576,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
6,구로구,6461,15094647.38,120718,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
7,금천구,3138,7553317.74,56871,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
8,노원구,9546,21293296.55,185931,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
9,도봉구,3454,8767928.52,71536,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
10,동대문구,5765,13452044.39,119864,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
11,동작구,3302,9146918.16,75731,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
12,마포구,7608,22108872.25,188154,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
13,서대문구,3213,9504808.08,74742,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
14,서초구,4737,15022125.49,120666,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
15,성동구,5798,17082352.03,140921,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
16,성북구,3819,9214893.08,75828,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
17,송파구,13372,30347367.54,278538,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
18,양천구,9526,18562810.55,172193,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
19,영등포구,12474,30972797.46,271546,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
20,용산구,2868,9258576.12,70946,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
21,은평구,4213,9684206.29,81914,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
22,종로구,5600,11810666.15,112580,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
23,중구,4077,9541736.05,90255,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
24,중랑구,4497,9770037.75,83229,2023-07-10,Monday,False,30.7,23.2,27.9,81.4,1.484
