index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,1650,3492221.47,41087,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
1,강동구,2218,3108418.32,40767,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
2,강북구,812,1707165.57,18479,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
3,강서구,6081,7654883.38,86188,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
4,관악구,1578,3030943.26,30197,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
5,광진구,2438,3459968.17,42256,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
6,구로구,2008,4029992.37,42228,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
7,금천구,1058,1704483.32,18851,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
8,노원구,2589,4694759.83,47649,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
9,도봉구,1018,1788126.5,19619,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
10,동대문구,1999,3045277.17,38289,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
11,동작구,948,1902294.96,21626,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
12,마포구,2614,4632104.71,58858,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
13,서대문구,1174,2247378.92,23258,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
14,서초구,1641,3245755.6,36413,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
15,성동구,1954,3769559.51,42012,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
16,성북구,1219,2076803.22,22868,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
17,송파구,4555,7299971.18,87411,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
18,양천구,3012,4357601.16,53582,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
19,영등포구,4354,7311794.5,83375,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
20,용산구,954,2119655.94,21996,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
21,은평구,1336,2146623.56,24591,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
22,종로구,2344,3314002.11,45461,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
23,중구,1456,2466292.22,30386,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
24,중랑구,1439,2312540.8,25406,2022-02-07,Monday,False,2.0,-7.1,-4.3,50.6,0.0
