index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,2573,6801476.86,59073,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
1,강동구,3684,6826403.41,65982,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
2,강북구,1283,2616536.98,25559,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
3,강서구,9960,14885439.85,128021,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
4,관악구,1930,3916879.38,34715,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
5,광진구,3840,7365386.09,65265,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
6,구로구,3089,6518177.55,52726,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
7,금천구,1582,3346066.4,25720,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
8,노원구,4648,9298176.71,81966,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
9,도봉구,1618,3386496.43,29810,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
10,동대문구,2962,6371659.5,57414,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
11,동작구,1490,3445433.79,29990,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
12,마포구,3768,8558892.85,74008,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
13,서대문구,1653,4060284.34,34501,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
14,서초구,2462,6724506.21,53345,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
15,성동구,3369,8029614.51,67635,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
16,성북구,1878,4270311.24,37387,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
17,송파구,7485,14442273.78,133089,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
18,양천구,4652,8073226.36,72515,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
19,영등포구,6599,13239778.87,120332,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
20,용산구,1335,3585392.54,31316,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
21,은평구,2071,4166987.48,35813,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
22,종로구,3209,5989368.17,60908,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
23,중구,2256,4665691.49,44034,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
24,중랑구,2183,4295859.8,37416,2023-02-21,Tuesday,False,4.5,-5.0,-3.9,42.0,0.0
