index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,2239,5652088.15,49350,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
1,강동구,3021,5312696.5,52329,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
2,강북구,1085,2324298.9,21952,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
3,강서구,9046,13578165.78,120790,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
4,관악구,1670,3350031.21,29241,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
5,광진구,3268,6225396.08,57416,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
6,구로구,2790,6037276.98,50769,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
7,금천구,1376,2768660.14,20818,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
8,노원구,4202,8339360.17,75190,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
9,도봉구,1474,3034638.08,27957,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
10,동대문구,2606,5515146.94,47094,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
11,동작구,1386,3051285.75,26689,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
12,마포구,3329,7441791.76,69332,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
13,서대문구,1495,3525256.73,29145,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
14,서초구,2158,4930565.54,44949,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
15,성동구,3020,6828336.92,60261,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
16,성북구,1615,3547867.02,31180,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
17,송파구,6457,12346501.53,116746,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
18,양천구,4504,7823996.46,73922,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
19,영등포구,6093,11928656.3,108121,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
20,용산구,1234,3065033.9,25138,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
21,은평구,1857,3686716.03,33962,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
22,종로구,2846,5254396.2,54811,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
23,중구,1936,3883034.73,38202,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
24,중랑구,1985,3967390.77,33803,2023-02-03,Friday,False,3.1,-4.5,-3.8,45.5,0.0
