index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2002,7668381.74,66200,2023-02-26,8.9,-3.1,0.4,43.4
1,강동구,2977,6717664.13,66238,2023-02-26,8.9,-3.1,0.4,43.4
2,강북구,1084,2904126.14,24887,2023-02-26,8.9,-3.1,0.4,43.4
3,강서구,6652,13722387.16,117852,2023-02-26,8.9,-3.1,0.4,43.4
4,관악구,1981,5231751.53,46970,2023-02-26,8.9,-3.1,0.4,43.4
5,광진구,3356,9134354.27,79036,2023-02-26,8.9,-3.1,0.4,43.4
6,구로구,2528,7727619.98,62105,2023-02-26,8.9,-3.1,0.4,43.4
7,금천구,954,3049863.58,24917,2023-02-26,8.9,-3.1,0.4,43.4
8,노원구,4340,11342128.92,99442,2023-02-26,8.9,-3.1,0.4,43.4
9,도봉구,1614,4576580.84,36680,2023-02-26,8.9,-3.1,0.4,43.4
10,동대문구,2374,6696174.8,55757,2023-02-26,8.9,-3.1,0.4,43.4
11,동작구,1466,4702699.89,40135,2023-02-26,8.9,-3.1,0.4,43.4
12,마포구,3591,11803374.52,108046,2023-02-26,8.9,-3.1,0.4,43.4
13,서대문구,1453,4454150.11,37949,2023-02-26,8.9,-3.1,0.4,43.4
14,서초구,1900,7265937.55,61177,2023-02-26,8.9,-3.1,0.4,43.4
15,성동구,2595,9211492.66,78273,2023-02-26,8.9,-3.1,0.4,43.4
16,성북구,1723,4762074.23,41040,2023-02-26,8.9,-3.1,0.4,43.4
17,송파구,6580,17220177.22,158799,2023-02-26,8.9,-3.1,0.4,43.4
18,양천구,3953,8899275.91,78262,2023-02-26,8.9,-3.1,0.4,43.4
19,영등포구,5168,15531758.39,137363,2023-02-26,8.9,-3.1,0.4,43.4
20,용산구,1518,5630272.05,47408,2023-02-26,8.9,-3.1,0.4,43.4
21,은평구,1723,4841871.07,41757,2023-02-26,8.9,-3.1,0.4,43.4
22,종로구,2046,4676142.18,43151,2023-02-26,8.9,-3.1,0.4,43.4
23,중구,1327,3246537.56,29974,2023-02-26,8.9,-3.1,0.4,43.4
24,중랑구,1953,5313416.78,44722,2023-02-26,8.9,-3.1,0.4,43.4
