index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,2143,6928680.4,61865,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
1,강동구,3445,7095714.0,66607,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
2,강북구,1204,2917016.16,25269,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
3,강서구,7727,13217073.03,119903,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
4,관악구,2121,5136457.46,44129,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
5,광진구,3560,8499106.21,74450,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
6,구로구,2802,7033756.86,57945,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
7,금천구,942,2478992.91,20148,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
8,노원구,4564,9829416.37,86555,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
9,도봉구,1657,4205233.24,35592,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
10,동대문구,2507,6327590.1,55320,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
11,동작구,1619,4203653.85,37637,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
12,마포구,3517,9263392.24,87994,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
13,서대문구,1459,4203092.55,34549,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
14,서초구,2016,5733900.17,49399,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
15,성동구,2710,7683321.37,65731,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
16,성북구,1893,4749483.48,39329,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
17,송파구,6853,15803174.99,145194,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
18,양천구,4684,9130316.88,84265,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
19,영등포구,5445,12643887.76,117129,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
20,용산구,1579,4462755.55,39755,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
21,은평구,2014,4626357.82,39704,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
22,종로구,2233,4738657.29,44982,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
23,중구,1528,3511824.61,33670,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
24,중랑구,2197,4822777.59,40662,2023-02-18,Saturday,False,8.2,3.1,4.9,58.4,0.0
