STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6621,23137105.55,178651,2023-05-23
강동구,7991,17579320.48,158923,2023-05-23
강북구,2825,7299236.53,62210,2023-05-23
강서구,23348,43762762.95,358636,2023-05-23
관악구,5020,13885464.74,108498,2023-05-23
광진구,9599,23505097.7,198149,2023-05-23
구로구,7997,21028228.71,155760,2023-05-23
금천구,3709,10328559.76,72246,2023-05-23
노원구,12250,28476033.2,235644,2023-05-23
도봉구,4180,11011962.17,85999,2023-05-23
동대문구,7139,18813108.93,152998,2023-05-23
동작구,4181,12765486.46,98723,2023-05-23
마포구,9548,30164960.99,249465,2023-05-23
서대문구,4025,12403357.44,93548,2023-05-23
서초구,6301,21158240.02,163258,2023-05-23
성동구,7755,24925882.56,193938,2023-05-23
성북구,4976,13023016.23,103316,2023-05-23
송파구,18142,43425547.74,379835,2023-05-23
양천구,10691,22887977.08,196364,2023-05-23
영등포구,16061,44007354.26,360781,2023-05-23
용산구,4012,14525210.16,106588,2023-05-23
은평구,4910,12491027.0,101261,2023-05-23
종로구,6991,15683410.48,142861,2023-05-23
중구,5027,12819203.43,113005,2023-05-23
중랑구,5793,14106698.2,112649,2023-05-23
