index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,6453,19936925.69,160202,2023-10-30,21.6,9.6,14.9,70.0
1,강동구,7682,15220573.290000001,147137,2023-10-30,21.6,9.6,14.9,70.0
2,강북구,2504,5961921.34,52934,2023-10-30,21.6,9.6,14.9,70.0
3,강서구,22976,39484142.57,335733,2023-10-30,21.6,9.6,14.9,70.0
4,관악구,4074,9941779.24,83970,2023-10-30,21.6,9.6,14.9,70.0
5,광진구,8669,18463318.68,170267,2023-10-30,21.6,9.6,14.9,70.0
6,구로구,8108,19037684.06,151700,2023-10-30,21.6,9.6,14.9,70.0
7,금천구,3793,9256433.13,70779,2023-10-30,21.6,9.6,14.9,70.0
8,노원구,10938,23720996.01,202796,2023-10-30,21.6,9.6,14.9,70.0
9,도봉구,3627,9330472.53,75122,2023-10-30,21.6,9.6,14.9,70.0
10,동대문구,6566,15654394.87,132868,2023-10-30,21.6,9.6,14.9,70.0
11,동작구,3743,10591730.92,84456,2023-10-30,21.6,9.6,14.9,70.0
12,마포구,9076,25669067.78,220626,2023-10-30,21.6,9.6,14.9,70.0
13,서대문구,3424,9826568.77,75493,2023-10-30,21.6,9.6,14.9,70.0
14,서초구,5617,16579207.58,133617,2023-10-30,21.6,9.6,14.9,70.0
15,성동구,7498,21650786.94,178039,2023-10-30,21.6,9.6,14.9,70.0
16,성북구,4762,11164652.69,91657,2023-10-30,21.6,9.6,14.9,70.0
17,송파구,15683,34803163.08,317217,2023-10-30,21.6,9.6,14.9,70.0
18,양천구,10314,20525823.34,184560,2023-10-30,21.6,9.6,14.9,70.0
19,영등포구,16215,38433908.17,333027,2023-10-30,21.6,9.6,14.9,70.0
20,용산구,3652,10962477.1,86073,2023-10-30,21.6,9.6,14.9,70.0
21,은평구,4609,10337919.04,87009,2023-10-30,21.6,9.6,14.9,70.0
22,종로구,6667,14555046.65,138310,2023-10-30,21.6,9.6,14.9,70.0
23,중구,5144,12173143.540000001,115402,2023-10-30,21.6,9.6,14.9,70.0
24,중랑구,5162,12253871.5,99389,2023-10-30,21.6,9.6,14.9,70.0
