index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,6419,19338447.15,159066,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
1,강동구,7714,15444230.12,146369,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
2,강북구,2498,5877295.39,54006,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
3,강서구,22457,38152201.29,324967,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
4,관악구,4131,10515064.44,85197,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
5,광진구,8883,19112238.59,173164,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
6,구로구,7799,18673939.22,147903,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
7,금천구,3776,9470987.16,71366,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
8,노원구,10697,23545041.71,199800,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
9,도봉구,3637,9247456.92,74441,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
10,동대문구,6356,15516881.73,134813,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
11,동작구,3578,9674754.72,77925,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
12,마포구,8646,23718203.15,203678,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
13,서대문구,3426,9447024.71,74157,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
14,서초구,5635,16577018.42,135806,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
15,성동구,7138,20697895.73,172415,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
16,성북구,4541,10464604.01,84700,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
17,송파구,15605,34802492.94,316631,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
18,양천구,10682,21395380.19,186918,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
19,영등포구,15978,39157499.23,340920,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
20,용산구,3592,10750280.17,85008,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
21,은평구,4132,9190125.33,78043,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
22,종로구,6598,13970268.55,136385,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
23,중구,4940,11728305.34,109883,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
24,중랑구,5262,11892531.6,98574,2023-10-23,Monday,False,21.0,11.1,15.1,74.5,0.0
