index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,6257,21427088.21,159961,2023-06-14,25.0,17.6,20.9,77.5
1,강동구,8524,18004417.21,163899,2023-06-14,25.0,17.6,20.9,77.5
2,강북구,2670,6464886.79,53510,2023-06-14,25.0,17.6,20.9,77.5
3,강서구,22317,40462771.86,326925,2023-06-14,25.0,17.6,20.9,77.5
4,관악구,4786,13162792.85,102263,2023-06-14,25.0,17.6,20.9,77.5
5,광진구,8898,20032872.4,167832,2023-06-14,25.0,17.6,20.9,77.5
6,구로구,7989,19889322.56,151236,2023-06-14,25.0,17.6,20.9,77.5
7,금천구,4040,10822241.33,74841,2023-06-14,25.0,17.6,20.9,77.5
8,노원구,11629,26125717.45,215395,2023-06-14,25.0,17.6,20.9,77.5
9,도봉구,4244,10582925.66,83296,2023-06-14,25.0,17.6,20.9,77.5
10,동대문구,6560,16495149.38,135096,2023-06-14,25.0,17.6,20.9,77.5
11,동작구,3926,11540971.64,87681,2023-06-14,25.0,17.6,20.9,77.5
12,마포구,8848,26944394.32,219102,2023-06-14,25.0,17.6,20.9,77.5
13,서대문구,3616,10462589.97,78359,2023-06-14,25.0,17.6,20.9,77.5
14,서초구,5840,18859030.75,144391,2023-06-14,25.0,17.6,20.9,77.5
15,성동구,7459,22413421.94,174068,2023-06-14,25.0,17.6,20.9,77.5
16,성북구,4365,11105247.540000001,85546,2023-06-14,25.0,17.6,20.9,77.5
17,송파구,17437,40722395.35,350143,2023-06-14,25.0,17.6,20.9,77.5
18,양천구,10815,22062293.58,189307,2023-06-14,25.0,17.6,20.9,77.5
19,영등포구,15207,39058530.59,323771,2023-06-14,25.0,17.6,20.9,77.5
20,용산구,3650,12869684.39,89751,2023-06-14,25.0,17.6,20.9,77.5
21,은평구,4600,11360955.71,93939,2023-06-14,25.0,17.6,20.9,77.5
22,종로구,5861,12836139.9,118797,2023-06-14,25.0,17.6,20.9,77.5
23,중구,4446,10972769.71,96633,2023-06-14,25.0,17.6,20.9,77.5
24,중랑구,5576,12976589.59,101720,2023-06-14,25.0,17.6,20.9,77.5
