index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,5393,18881614.05,147875,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
1,강동구,7815,16914058.46,158114,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
2,강북구,2531,6312753.3,54428,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
3,강서구,22627,40915110.59,342729,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
4,관악구,4473,13305229.11,102329,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
5,광진구,7921,18710297.93,162196,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
6,구로구,7761,19645333.3,152042,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
7,금천구,3606,9353515.47,66292,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
8,노원구,10380,23595515.8,197106,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
9,도봉구,3702,9635044.45,78535,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
10,동대문구,6332,16079413.91,137747,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
11,동작구,3713,11320929.6,88694,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
12,마포구,8475,25778026.84,211410,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
13,서대문구,3411,10220034.61,81869,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
14,서초구,5564,18258543.35,142113,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
15,성동구,6848,20920332.47,166418,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
16,성북구,4205,10501788.72,83947,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
17,송파구,15669,36608593.35,325542,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
18,양천구,10414,21230530.16,184315,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
19,영등포구,15068,39144098.49,330553,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
20,용산구,3508,12206565.81,94666,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
21,은평구,4248,9798552.18,80771,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
22,종로구,6388,13863134.23,131428,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
23,중구,4698,11550607.55,105686,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
24,중랑구,5042,11665902.39,96239,2023-06-27,Tuesday,False,29.2,21.6,25.7,74.2,2.469
