index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,4890,20308337.2,172108,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
1,강동구,6853,17674844.49,164229,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
2,강북구,2508,7337900.74,60094,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
3,강서구,14902,35739840.51,292535,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
4,관악구,4369,14957968.0,115113,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
5,광진구,7828,23597752.27,205431,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
6,구로구,5601,19278974.25,146524,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
7,금천구,2062,7576092.64,58623,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
8,노원구,9755,26892781.51,220025,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
9,도봉구,3810,11931548.95,90711,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
10,동대문구,5284,16246112.08,132591,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
11,동작구,3735,13898653.55,114386,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
12,마포구,8488,33049478.17,285110,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
13,서대문구,3322,12630510.48,104390,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
14,서초구,5124,21724877.38,198336,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
15,성동구,6191,25107857.1,211388,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
16,성북구,3911,11640587.22,90610,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
17,송파구,15065,43657886.12,395897,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
18,양천구,8712,21481773.93,191698,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
19,영등포구,12738,45207844.61,395644,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
20,용산구,4283,17882007.23,139756,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
21,은평구,4205,12772969.81,106208,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
22,종로구,4026,9798342.99,92225,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
23,중구,2744,7447826.0,69681,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
24,중랑구,4970,13732811.33,112937,2023-06-04,Sunday,False,27.6,17.0,21.8,60.3,0.0
