index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,Day_of_Week,Is_Holiday,tempmax,tempmin,feelslike,humidity,precip
0,강남구,5635,18268255.44,143679,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
1,강동구,7715,15990694.25,150484,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
2,강북구,2761,6841610.76,57009,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
3,강서구,24027,43403014.64,358450,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
4,관악구,5011,14203168.97,108850,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
5,광진구,8079,19168748.56,166401,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
6,구로구,8397,21462218.86,163665,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
7,금천구,4001,10872561.62,77277,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
8,노원구,11106,24805320.19,206077,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
9,도봉구,4297,10836555.4,85773,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
10,동대문구,6960,16935410.76,142980,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
11,동작구,4145,12645115.79,98984,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
12,마포구,9181,28716337.8,236866,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
13,서대문구,3801,11310723.81,85505,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
14,서초구,5774,19521781.14,152691,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
15,성동구,7163,22454789.93,178092,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
16,성북구,4639,12145797.96,95193,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
17,송파구,15944,36286957.65,324428,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
18,양천구,11698,24092598.06,209869,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
19,영등포구,15946,41453939.33,355534,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
20,용산구,3971,13751375.07,103461,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
21,은평구,5020,12199693.81,99815,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
22,종로구,7023,15417310.18,147663,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
23,중구,4801,11865205.22,109427,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
24,중랑구,5278,11949506.65,95503,2023-06-22,Thursday,False,26.1,19.0,22.4,76.5,0.054
